"name","company","gender","age","age_groups","bookings_cnt","total_spending","users_seg","first_booking_date","latest_booking_date","life_span_years","recency_in_years","avg_booking_value","avg_yearly_spend"
"Scott Evans","Umbrella LTDA","Male",48,"40-49","32","84284.35","Regular","2019-09-26","2021-08-12","1.88","3.60","2633.89","44832.10"
"Clifton Phillips","Umbrella LTDA","Male",33,"30-39","34","84246.03","Regular","2019-11-07","2021-12-09","2.09","3.27","2477.82","40309.11"
"Frank Leung","4You","n/a",54,"50-59","37","84077.29","Regular","2019-10-03","2022-09-01","2.92","2.54","2272.36","28793.59"
"Lori Gonzalez","Wonka Company","Female",32,"30-39","36","84050.25","Regular","2019-09-26","2021-09-09","1.96","3.52","2334.73","42882.78"
"Matthew Sell","Umbrella LTDA","Male",37,"30-39","30","83996.82","Regular","2019-10-17","2021-08-19","1.84","3.58","2799.89","45650.45"
"James Perez","Monsters CYA","Male",21,"20-29","39","83968.25","Regular","2019-10-31","2021-10-21","1.98","3.41","2153.03","42408.21"
"Lori Barbour","Umbrella LTDA","Female",32,"30-39","33","83827.18","Regular","2019-10-03","2021-12-30","2.24","3.21","2540.22","37422.85"
"Anthony Jarrett","4You","Male",28,"20-29","36","83793.32","Regular","2019-09-26","2022-09-29","3.01","2.47","2327.59","27838.31"
"Kevin Boyd","Monsters CYA","n/a",46,"40-49","36","83593.98","Regular","2019-10-03","2021-11-25","2.15","3.31","2322.06","38880.92"
"Travis Cordell","Acme Factory","Male",44,"40-49","33","83566.11","Regular","2019-11-07","2021-08-12","1.76","3.60","2532.31","47480.74"
"Mike Williamson","Wonka Company","Male",63,"60-69","37","83418.83","Regular","2019-11-21","2021-12-30","2.11","3.21","2254.56","39534.99"
"Donald Kingsley","4You","Male",24,"20-29","36","83360.90","Regular","2019-09-26","2021-12-30","2.26","3.21","2315.58","36885.35"
"Aaron Dyson","Acme Factory","Male",28,"20-29","34","83326.12","Regular","2019-10-03","2021-11-25","2.15","3.31","2450.77","38756.33"
"Esther Odonnell","Wonka Company","Female",32,"30-39","35","83008.57","Regular","2019-10-31","2022-07-21","2.72","2.66","2371.67","30517.86"
"Shannon Venegas","Acme Factory","Female",38,"30-39","30","82930.89","Regular","2019-12-05","2021-05-13","1.44","3.85","2764.36","57590.90"
"Adrian Haight","Acme Factory","n/a",41,"40-49","34","82930.29","Regular","2019-09-26","2022-03-17","2.47","3.00","2439.13","33575.02"
"Margaret Renfroe","4You","Female",45,"40-49","32","82825.84","Regular","2019-10-10","2021-08-12","1.84","3.60","2588.31","45014.04"
"Mckenzie Dougherty","Wonka Company","Female",60,"60-69","37","82516.55","Regular","2019-10-03","2022-03-17","2.45","3.00","2230.18","33680.22"
"Dorothy Richardson","4You","Female",33,"30-39","30","82467.63","Regular","2019-10-24","2021-06-17","1.65","3.75","2748.92","49980.38"
"Elizabeth Hewitt","Wonka Company","Female",53,"50-59","37","82458.41","Regular","2019-09-26","2022-01-20","2.32","3.16","2228.61","35542.42"
"Adam Groome","4You","Male",54,"50-59","37","82456.39","Regular","2019-10-10","2022-02-24","2.38","3.06","2228.55","34645.54"
"Goldie Pankratz","Umbrella LTDA","n/a",45,"40-49","35","82335.34","Regular","2019-09-26","2021-07-08","1.78","3.69","2352.44","46255.81"
"Casey Joos","Acme Factory","Male",60,"60-69","32","82333.16","Regular","2019-10-03","2021-08-26","1.90","3.56","2572.91","43333.24"
"Wilson Kellam","Umbrella LTDA","Male",56,"50-59","32","82153.37","Regular","2019-11-07","2021-11-25","2.05","3.31","2567.29","40074.81"
"Bryce Gearing","Wonka Company","Male",22,"20-29","34","82149.40","Regular","2019-10-10","2021-08-26","1.88","3.56","2416.16","43696.49"
"Shari Reynolds","Wonka Company","Female",54,"50-59","39","82108.98","Regular","2019-11-14","2022-05-19","2.51","2.83","2105.36","32712.74"
"Florence Wilson","Monsters CYA","Female",42,"40-49","34","82003.25","Regular","2019-09-26","2022-03-03","2.44","3.04","2411.86","33607.89"
"Mary Breton","4You","Female",33,"30-39","35","81811.74","Regular","2019-10-03","2021-10-14","2.03","3.42","2337.48","40301.35"
"Misty Littlefield","Umbrella LTDA","Female",21,"20-29","30","81757.52","Regular","2019-10-03","2021-11-18","2.13","3.33","2725.25","38383.81"
"David Evans","Monsters CYA","Male",54,"50-59","34","81701.46","Regular","2019-12-12","2022-01-06","2.07","3.19","2402.98","39469.30"
"Lillian Reyes","4You","Female",65,"60-69","36","81472.07","Regular","2019-12-12","2022-04-14","2.34","2.93","2263.11","34817.12"
"Rosita Dorsch","Acme Factory","Female",36,"30-39","28","81445.11","Regular","2019-10-17","2021-07-01","1.71","3.71","2908.75","47628.72"
"Rosemary Kelly","Wonka Company","Female",23,"20-29","36","81389.68","Regular","2019-11-21","2022-02-24","2.26","3.06","2260.82","36013.13"
"Ralph Colunga","4You","n/a",33,"30-39","35","81333.59","Regular","2019-10-24","2021-07-22","1.75","3.65","2323.82","46476.34"
"Michael Dabbs","Wonka Company","Male",29,"20-29","35","81110.47","Regular","2019-10-17","2022-02-10","2.32","3.10","2317.44","34961.41"
"Lucille Merkle","4You","Female",65,"60-69","36","80942.18","Regular","2019-10-03","2021-08-12","1.86","3.60","2248.39","43517.30"
"William Headley","4You","n/a",55,"50-59","33","80637.43","Regular","2019-10-03","2022-01-13","2.28","3.18","2443.56","35367.29"
"Charlotte Adair","4You","n/a",36,"30-39","33","80417.23","Regular","2019-09-26","2021-10-28","2.09","3.39","2436.89","38477.14"
"Debbie Helms","4You","n/a",35,"30-39","32","80209.76","Regular","2019-09-26","2021-10-28","2.09","3.39","2506.56","38377.88"
"Margo Sullivan","Monsters CYA","n/a",63,"60-69","37","80172.12","Regular","2019-10-31","2022-07-28","2.74","2.64","2166.81","29259.90"
"Sarah Boock","4You","n/a",30,"30-39","36","79922.84","Regular","2019-10-24","2021-10-14","1.98","3.42","2220.08","40365.07"
"Bret Dowell","Wonka Company","n/a",52,"50-59","38","79728.30","Regular","2019-10-31","2022-06-30","2.67","2.72","2098.11","29860.79"
"Joe Kelly","Monsters CYA","n/a",44,"40-49","35","79587.22","Regular","2019-12-26","2021-12-23","1.99","3.23","2273.92","39993.58"
"Robert Sherman","4You","Male",54,"50-59","34","79496.59","Regular","2019-10-03","2022-03-17","2.45","3.00","2338.14","32447.59"
"Shawn Pennachio","4You","Male",59,"50-59","33","79473.59","Regular","2019-10-17","2021-08-05","1.80","3.62","2408.29","44151.99"
"Sandra Newsome","Umbrella LTDA","Female",35,"30-39","28","79372.40","Regular","2019-10-17","2021-10-28","2.03","3.39","2834.73","39099.70"
"Richard Anaya","4You","n/a",59,"50-59","33","79263.35","Regular","2019-10-03","2021-09-30","1.99","3.46","2401.92","39830.83"
"Jonathan Crawford","Acme Factory","Male",59,"50-59","29","78850.14","Regular","2019-10-10","2021-09-02","1.90","3.54","2718.97","41500.07"
"Jessie Tu","Wonka Company","Female",43,"40-49","37","78676.62","Regular","2019-10-03","2021-08-19","1.88","3.58","2126.40","41849.27"
"Gertrude Rice","Monsters CYA","Female",36,"30-39","34","77891.83","Regular","2019-10-17","2022-01-06","2.22","3.19","2290.94","35086.41"
"Louise James","4You","Female",24,"20-29","34","77644.74","Regular","2019-09-26","2021-04-01","1.52","3.96","2283.67","51082.07"
"Donald Jansen","Monsters CYA","Male",22,"20-29","31","77628.64","Regular","2019-10-03","2021-06-10","1.69","3.77","2504.15","45934.11"
"Carmen Politi","Wonka Company","n/a",48,"40-49","33","77236.04","Regular","2019-10-10","2021-07-15","1.76","3.67","2340.49","43884.11"
"Minnie Lesane","Monsters CYA","Female",30,"30-39","34","77099.03","Regular","2019-10-03","2021-11-18","2.13","3.33","2267.62","36196.73"
"John Bennett","4You","Male",22,"20-29","31","76897.70","Regular","2019-10-03","2021-04-22","1.55","3.90","2480.57","49611.42"
"Helen Jordan","4You","Female",21,"20-29","34","76830.92","Regular","2019-11-07","2021-10-21","1.96","3.41","2259.73","39199.45"
"Helen Hammond","Acme Factory","Female",60,"60-69","31","76695.11","Regular","2019-10-03","2021-05-20","1.63","3.83","2474.04","47052.21"
"Heath Lapierre","Acme Factory","Male",33,"30-39","31","76508.71","Regular","2019-10-17","2021-10-14","1.99","3.42","2468.02","38446.59"
"Gregory Thiboutot","Monsters CYA","Male",39,"30-39","32","76489.20","Regular","2019-10-10","2022-05-12","2.59","2.85","2390.29","29532.51"
"Lauren Saenz","Umbrella LTDA","n/a",37,"30-39","29","76431.37","Regular","2019-10-10","2021-03-25","1.46","3.98","2635.56","52350.25"
"Anna Edgar","Monsters CYA","n/a",24,"20-29","32","76322.00","Regular","2019-10-10","2021-04-01","1.48","3.96","2385.06","51568.92"
"Joseph Silva","Monsters CYA","Male",50,"50-59","34","76287.93","Regular","2019-09-26","2021-12-02","2.19","3.29","2243.76","34834.67"
"Edna Clyne","Wonka Company","Female",56,"50-59","35","76212.52","Regular","2019-10-03","2022-02-17","2.38","3.08","2177.50","32022.07"
"David Brisco","4You","Male",21,"20-29","31","76077.55","Regular","2019-10-24","2021-07-22","1.75","3.65","2454.11","43472.89"
"Emma Ashbrook","Monsters CYA","n/a",53,"50-59","32","76070.12","Regular","2019-10-03","2022-11-24","3.15","2.31","2377.19","24149.24"
"Tona Buri","4You","Female",65,"60-69","28","76064.37","Regular","2019-09-26","2021-08-26","1.92","3.56","2716.58","39616.86"
"Theodore Carter","4You","n/a",36,"30-39","29","75867.95","Regular","2019-11-21","2021-04-08","1.38","3.94","2616.14","54976.78"
"David Brooks","Acme Factory","n/a",33,"30-39","29","75748.63","Regular","2019-10-03","2021-12-02","2.17","3.29","2612.02","34907.20"
"Philip Robertson","4You","Male",49,"40-49","31","75655.74","Regular","2019-09-26","2022-04-14","2.55","2.93","2440.51","29668.92"
"Martha Calhoun","Acme Factory","Female",58,"50-59","27","75487.21","Regular","2019-10-03","2021-02-25","1.40","4.06","2795.82","53919.44"
"Charles Morgan","Wonka Company","Male",34,"30-39","29","75486.25","Regular","2019-11-28","2021-05-06","1.44","3.87","2602.97","52421.01"
"Lydia Estrella","Acme Factory","Female",31,"30-39","27","74625.65","Regular","2019-10-31","2021-07-01","1.67","3.71","2763.91","44686.02"
"Stephen Diaz","4You","Male",26,"20-29","29","74430.16","Regular","2019-09-26","2021-12-02","2.19","3.29","2566.56","33986.37"
"Frank Strawn","4You","n/a",32,"30-39","29","74259.87","Regular","2019-10-03","2021-05-13","1.61","3.85","2560.69","46124.14"
"David Michl","Wonka Company","Male",30,"30-39","32","74195.26","Regular","2019-10-31","2022-04-14","2.45","2.93","2318.60","30283.78"
"Pearlie Truong","4You","n/a",22,"20-29","31","73937.46","Regular","2019-10-24","2021-07-22","1.75","3.65","2385.08","42249.98"
"Lazaro Mendoza","Monsters CYA","n/a",41,"40-49","29","73936.45","Regular","2019-11-21","2021-04-22","1.42","3.90","2549.53","52067.92"
"Elvin Wilhoit","4You","Male",51,"50-59","32","73808.27","Regular","2019-09-26","2022-01-06","2.28","3.19","2306.51","32372.05"
"William Washington","Monsters CYA","Male",63,"60-69","32","73801.75","Regular","2019-10-24","2021-11-11","2.05","3.35","2306.30","36000.85"
"Jonathan Partlow","Acme Factory","Male",37,"30-39","28","73673.36","Regular","2019-09-26","2021-08-12","1.88","3.60","2631.19","39187.96"
"David Lucas","Monsters CYA","Male",50,"50-59","28","73646.35","Regular","2019-10-10","2021-01-21","1.28","4.15","2630.23","57536.21"
"Lorraine Langston","Umbrella LTDA","Female",59,"50-59","29","73231.40","Regular","2019-10-24","2022-05-12","2.55","2.85","2525.22","28718.20"
"Tiffany Thomas","Monsters CYA","n/a",53,"50-59","29","73016.75","Regular","2019-10-10","2021-02-11","1.34","4.10","2517.82","54490.11"
"Timmy Lemons","Monsters CYA","n/a",34,"30-39","27","72923.40","Regular","2019-09-26","2021-03-25","1.50","3.98","2700.87","48615.60"
"Abby Small","4You","Female",25,"20-29","30","72838.21","Regular","2019-09-26","2021-06-17","1.73","3.75","2427.94","42103.01"
"Vincent Reyna","Acme Factory","Male",65,"60-69","28","72758.26","Regular","2019-10-03","2021-12-09","2.19","3.27","2598.51","33222.95"
"Kimberly Barclay","Monsters CYA","Female",48,"40-49","31","72734.07","Regular","2019-10-10","2021-09-09","1.92","3.52","2346.26","37882.33"
"Dorothy Lawrence","Wonka Company","Female",28,"20-29","31","72530.59","Regular","2019-10-24","2022-02-10","2.30","3.10","2339.70","31535.04"
"Ora Nunez","4You","Female",59,"50-59","29","72259.90","Regular","2019-10-17","2021-03-11","1.40","4.02","2491.72","51614.21"
"David Robinson","Acme Factory","n/a",30,"30-39","30","72065.17","Regular","2019-10-24","2021-05-06","1.53","3.87","2402.17","47101.42"
"Marion Smith","4You","n/a",42,"40-49","34","72046.98","Regular","2019-10-03","2021-07-08","1.76","3.69","2119.03","40935.78"
"Patty Chestnut","4You","n/a",22,"20-29","32","71871.02","Regular","2019-10-10","2022-04-21","2.53","2.91","2245.97","28407.52"
"Monique Williams","4You","Female",56,"50-59","31","71839.15","Regular","2019-10-03","2021-10-28","2.07","3.39","2317.39","34704.90"
"Timothy Perez","4You","n/a",46,"40-49","30","71788.20","Regular","2019-11-14","2021-06-10","1.57","3.77","2392.94","45724.97"
"Kyle Jewell","Umbrella LTDA","Male",42,"40-49","28","71666.31","Regular","2020-01-02","2021-03-11","1.19","4.02","2559.51","60223.79"
"Dorothea Delaney","4You","Female",21,"20-29","29","71565.51","Regular","2019-09-26","2021-07-08","1.78","3.69","2467.78","40205.34"
"Valerie Gonzalez","4You","Female",61,"60-69","29","71564.73","Regular","2019-10-03","2021-06-17","1.71","3.75","2467.75","41850.72"
"Elizabeth Gastelum","Wonka Company","Female",34,"30-39","31","71417.64","Regular","2019-10-03","2021-10-14","2.03","3.42","2303.79","35181.10"
"Paul Shields","Umbrella LTDA","Male",37,"30-39","26","71117.10","Regular","2019-10-10","2021-05-06","1.57","3.87","2735.27","45297.52"
"George Yanez","Acme Factory","n/a",29,"20-29","29","70978.79","Regular","2019-10-10","2021-09-30","1.98","3.46","2447.54","35847.87"
"Ronnie Stauffer","4You","Male",50,"50-59","29","70968.74","Regular","2019-10-10","2021-12-30","2.22","3.21","2447.20","31967.90"
"Mildred Jackson","4You","Female",49,"40-49","29","70857.26","Regular","2019-10-24","2021-05-06","1.53","3.87","2443.35","46311.93"
"Terry Conteras","4You","Female",25,"20-29","29","70725.32","Regular","2019-11-21","2021-09-02","1.78","3.54","2438.80","39733.33"
"Cory Ruiz","Wonka Company","Male",64,"60-69","30","70647.50","Regular","2019-09-26","2021-07-08","1.78","3.69","2354.92","39689.61"
"Dennis Phillips","Monsters CYA","n/a",41,"40-49","27","70476.50","Regular","2019-10-03","2021-12-09","2.19","3.27","2610.24","32181.05"
"Nancy Moradian","Wonka Company","n/a",55,"50-59","32","70270.71","Regular","2019-09-26","2021-12-23","2.24","3.23","2195.96","31370.85"
"Larry Tapia","4You","n/a",34,"30-39","28","70109.95","Regular","2019-10-03","2020-12-31","1.25","4.21","2503.93","56087.96"
"Richard Kiani","Umbrella LTDA","Male",21,"20-29","30","69967.69","Regular","2019-10-03","2021-06-10","1.69","3.77","2332.26","41401.00"
"Candida Marrs","Acme Factory","Female",46,"40-49","25","69874.31","Regular","2019-11-07","2021-07-01","1.65","3.71","2794.97","42348.07"
"Richard Ware","Wonka Company","Male",55,"50-59","31","69727.01","Regular","2019-10-03","2021-07-01","1.75","3.71","2249.26","39844.01"
"Murray Chang","Wonka Company","n/a",33,"30-39","32","69134.57","Regular","2019-10-10","2021-09-02","1.90","3.54","2160.46","36386.62"
"Elizabeth Smith","4You","Female",64,"60-69","27","69119.24","Regular","2019-10-17","2021-06-03","1.63","3.79","2559.97","42404.44"
"Michael Shields","Wonka Company","Male",33,"30-39","29","69111.92","Regular","2019-10-17","2021-08-19","1.84","3.58","2383.17","37560.83"
"Peter Palmer","Monsters CYA","n/a",54,"50-59","30","68945.58","Regular","2019-10-10","2022-01-06","2.24","3.19","2298.19","30779.28"
"Roy Braun","4You","Male",21,"20-29","27","68763.90","Regular","2019-09-26","2021-05-27","1.67","3.81","2546.81","41175.99"
"Cathy Hinds","Monsters CYA","n/a",34,"30-39","29","68704.27","Regular","2019-11-07","2021-08-05","1.75","3.62","2369.11","39259.58"
"Bill Cotton","Acme Factory","Male",42,"40-49","27","68535.26","Regular","2019-10-17","2021-09-02","1.88","3.54","2538.34","36454.93"
"Wilfred Briggs","Monsters CYA","Male",55,"50-59","27","68529.61","Regular","2019-09-26","2021-03-04","1.44","4.04","2538.13","47590.01"
"Bradley Johnson","4You","n/a",57,"50-59","27","68340.62","Regular","2019-10-24","2021-05-27","1.59","3.81","2531.13","42981.52"
"Melvin Wineland","Monsters CYA","Male",64,"60-69","30","68052.22","Regular","2019-10-10","2021-05-13","1.59","3.85","2268.41","42800.14"
"Monika Lightner","Acme Factory","Female",62,"60-69","26","67847.91","Regular","2019-10-24","2021-06-10","1.63","3.77","2609.54","41624.48"
"Andrew Sperdute","Monsters CYA","Male",62,"60-69","28","67772.56","Regular","2019-09-26","2021-11-25","2.17","3.31","2420.45","31231.59"
"Paul Hovermale","Acme Factory","Male",46,"40-49","26","67753.12","Regular","2019-11-14","2021-09-23","1.86","3.48","2605.89","36426.41"
"Dorothy Carter","Monsters CYA","n/a",64,"60-69","32","67643.35","Regular","2019-09-26","2021-09-23","1.99","3.48","2113.85","33991.63"
"Sonia Walsh","Acme Factory","Female",24,"20-29","26","67610.13","Regular","2019-10-10","2021-05-20","1.61","3.83","2600.39","41993.87"
"Donna Koonce","Monsters CYA","Female",32,"30-39","28","67521.14","Regular","2019-10-03","2021-01-21","1.30","4.15","2411.47","51939.34"
"Stephen Midgett","4You","Male",33,"30-39","27","67354.44","Regular","2019-10-03","2021-05-20","1.63","3.83","2494.61","41321.74"
"Daniel Williams","Umbrella LTDA","Male",32,"30-39","27","67283.86","Regular","2019-10-24","2021-03-18","1.40","4.00","2491.99","48059.90"
"Vilma Gehring","Umbrella LTDA","Female",58,"50-59","24","67271.53","Regular","2019-09-26","2021-05-20","1.65","3.83","2802.98","40770.62"
"Shirley Oneal","Umbrella LTDA","Female",24,"20-29","27","67143.65","Regular","2019-10-24","2021-04-15","1.48","3.92","2486.80","45367.33"
"Sonja Bell","Monsters CYA","Female",56,"50-59","30","67086.98","Regular","2019-10-10","2021-08-05","1.82","3.62","2236.23","36860.98"
"Lorriane Potts","Acme Factory","Female",48,"40-49","24","66896.99","Regular","2019-10-31","2021-04-08","1.44","3.94","2787.37","46456.24"
"Ma New","4You","Female",28,"20-29","27","66823.94","Regular","2019-10-24","2021-09-23","1.92","3.48","2474.96","34804.14"
"Shirley Callahan","Acme Factory","n/a",63,"60-69","25","66808.72","Regular","2019-10-03","2021-04-22","1.55","3.90","2672.35","43102.40"
"Gregory Patterson","Acme Factory","n/a",37,"30-39","25","66763.39","Regular","2019-10-03","2021-03-04","1.42","4.04","2670.54","47016.47"
"Christine Spillane","4You","Female",29,"20-29","27","66617.10","Regular","2019-09-26","2021-04-22","1.57","3.90","2467.30","42431.27"
"Mary Clarke","4You","Female",40,"40-49","30","66580.32","Regular","2019-09-26","2022-01-06","2.28","3.19","2219.34","29201.89"
"Adrianne Pierre","Wonka Company","Female",53,"50-59","29","66499.86","Regular","2019-09-26","2021-02-18","1.40","4.08","2293.10","47499.90"
"Nancy Dowdy","4You","Female",47,"40-49","27","66478.93","Regular","2019-10-10","2021-07-08","1.75","3.69","2462.18","37987.96"
"Lisa Beaman","Umbrella LTDA","Female",53,"50-59","24","66371.75","Regular","2019-10-24","2020-12-10","1.13","4.27","2765.49","58736.06"
"George Herring","Umbrella LTDA","Male",28,"20-29","25","66349.36","Regular","2019-10-10","2021-02-04","1.32","4.12","2653.97","50264.67"
"Amanda Mcinnis","Wonka Company","n/a",63,"60-69","28","66247.37","Regular","2019-10-03","2021-08-12","1.86","3.60","2365.98","35616.87"
"Jeanna Davis","4You","Female",45,"40-49","28","66120.29","Regular","2019-10-03","2021-05-06","1.59","3.87","2361.44","41585.09"
"James Sanchez","Wonka Company","Male",30,"30-39","25","66076.33","Regular","2019-09-26","2021-07-15","1.80","3.67","2643.05","36709.07"
"Carl Branch","Umbrella LTDA","Male",56,"50-59","25","66053.68","Regular","2019-09-26","2021-03-18","1.48","4.00","2642.15","44630.86"
"Josephine Miller","4You","n/a",49,"40-49","27","65936.66","Regular","2019-10-10","2021-07-01","1.73","3.71","2442.10","38113.68"
"Harvey Craig","Wonka Company","Male",42,"40-49","26","65849.89","Regular","2019-10-03","2021-04-15","1.53","3.92","2532.69","43039.14"
"Amy Ruff","Monsters CYA","Female",21,"20-29","30","65817.72","Regular","2019-10-17","2021-09-02","1.88","3.54","2193.92","35009.43"
"Chad Langevin","Monsters CYA","Male",22,"20-29","28","65782.59","Regular","2019-10-03","2021-08-26","1.90","3.56","2349.38","34622.42"
"David Klein","Acme Factory","n/a",38,"30-39","21","65509.02","Regular","2019-09-26","2020-11-05","1.11","4.36","3119.48","59017.14"
"John Lewis","4You","n/a",34,"30-39","28","65468.93","Regular","2019-11-21","2021-09-09","1.80","3.52","2338.18","36371.63"
"Stanley Norris","Monsters CYA","Male",64,"60-69","27","65431.84","Regular","2020-01-02","2022-01-20","2.05","3.16","2423.40","31917.97"
"Marc Wiliams","Acme Factory","n/a",32,"30-39","26","65416.23","Regular","2019-09-26","2021-06-03","1.69","3.79","2516.01","38707.83"
"Sara Ferguson","4You","n/a",32,"30-39","30","65380.00","Regular","2019-10-10","2022-04-07","2.49","2.95","2179.33","26257.03"
"Luciano Harris","Wonka Company","Male",58,"50-59","27","65332.09","Regular","2019-10-17","2021-11-11","2.07","3.35","2419.71","31561.40"
"Joan Bottoni","Wonka Company","n/a",34,"30-39","28","65257.76","Regular","2019-10-31","2021-02-11","1.28","4.10","2330.63","50982.63"
"Brian Eckhardt","Acme Factory","n/a",29,"20-29","25","65254.80","Regular","2019-10-10","2021-06-10","1.67","3.77","2610.19","39074.73"
"Judy Church","4You","Female",39,"30-39","26","65088.12","Regular","2019-10-24","2021-01-28","1.27","4.13","2503.39","51250.49"
"Robert Chalker","Umbrella LTDA","Male",44,"40-49","25","65047.66","Regular","2019-10-03","2021-05-20","1.63","3.83","2601.91","39906.54"
"Paulette Olney","4You","Female",44,"40-49","27","64953.05","Regular","2019-10-10","2021-08-26","1.88","3.56","2405.67","34549.49"
"Charles Mullins","Wonka Company","Male",46,"40-49","32","64932.63","Regular","2019-12-05","2021-07-29","1.65","3.64","2029.14","39353.11"
"Lawrence Deibert","4You","n/a",49,"40-49","30","64648.48","Regular","2019-09-26","2021-05-27","1.67","3.81","2154.95","38711.66"
"Margaret Paul","4You","Female",54,"50-59","28","64440.19","Regular","2019-10-10","2021-11-25","2.13","3.31","2301.44","30253.61"
"Dolores Huffman","Monsters CYA","Female",55,"50-59","26","64370.42","Regular","2019-09-26","2021-02-04","1.36","4.12","2475.79","47331.19"
"Bianca Fitz","Monsters CYA","Female",51,"50-59","28","64321.50","Regular","2019-10-03","2021-04-01","1.50","3.96","2297.20","42881.00"
"Kayla Henkes","Umbrella LTDA","Female",62,"60-69","25","64290.56","Regular","2019-10-03","2021-01-07","1.27","4.19","2571.62","50622.49"
"Mark Smith","Monsters CYA","Male",30,"30-39","25","64284.95","Regular","2019-09-26","2021-04-29","1.59","3.88","2571.40","40430.79"
"Gary Thurston","Wonka Company","Male",49,"40-49","29","64267.72","Regular","2019-10-17","2021-09-30","1.96","3.46","2216.13","32789.65"
"Ashley Moon","Wonka Company","Female",40,"40-49","28","64099.26","Regular","2019-11-07","2021-08-26","1.80","3.56","2289.26","35610.70"
"Ethel Dalton","Wonka Company","Female",31,"30-39","28","64045.11","Regular","2019-10-03","2021-07-29","1.82","3.64","2287.33","35189.62"
"Beatrice Curtis","Wonka Company","Female",31,"30-39","31","63681.98","Regular","2019-10-03","2021-10-07","2.01","3.44","2054.26","31682.58"
"Clifford Gonzalez","Acme Factory","Male",33,"30-39","23","63626.68","Regular","2019-09-26","2020-07-30","0.84","4.63","2766.38","63626.68"
"Andre Harris","Wonka Company","Male",22,"20-29","30","63622.57","Regular","2019-10-10","2021-08-12","1.84","3.60","2120.75","34577.48"
"Anthony Bethea","4You","n/a",49,"40-49","26","63617.73","Regular","2019-11-14","2021-03-11","1.32","4.02","2446.84","48195.25"
"Rosie Perdue","Acme Factory","n/a",41,"40-49","24","63594.90","Regular","2019-09-26","2021-03-18","1.48","4.00","2649.79","42969.53"
"Wade Cobb","4You","Male",49,"40-49","26","63509.93","Regular","2019-10-17","2021-06-03","1.63","3.79","2442.69","38963.15"
"Jeffrey Sutton","Acme Factory","Male",55,"50-59","23","63476.42","Regular","2019-09-26","2020-11-05","1.11","4.36","2759.84","57185.96"
"Angela Hill","4You","Female",21,"20-29","27","63333.37","Regular","2019-10-17","2021-03-11","1.40","4.02","2345.68","45238.12"
"Marvin Archer","Wonka Company","n/a",61,"60-69","29","63320.84","Regular","2019-12-12","2021-07-08","1.57","3.69","2183.48","40331.75"
"Barbara Gannaway","4You","n/a",33,"30-39","26","63232.03","Regular","2019-09-26","2021-07-22","1.82","3.65","2432.00","34742.87"
"Sandra Sawin","4You","Female",21,"20-29","26","63093.31","Regular","2019-10-03","2021-03-04","1.42","4.04","2426.67","44431.91"
"Gary Pietrafesa","Monsters CYA","Male",34,"30-39","27","63028.28","Regular","2019-09-26","2021-05-27","1.67","3.81","2334.38","37741.49"
"Joann Mccrossen","Monsters CYA","Female",28,"20-29","26","62887.59","Regular","2019-11-07","2021-04-08","1.42","3.94","2418.75","44287.04"
"Lori Kelly","Wonka Company","n/a",26,"20-29","27","62857.79","Regular","2019-11-14","2021-02-25","1.28","4.06","2328.07","49107.65"
"Amy Miller","Umbrella LTDA","Female",28,"20-29","23","62786.06","Regular","2019-10-31","2021-01-28","1.25","4.13","2729.83","50228.85"
"Chris Gregory","Wonka Company","Male",44,"40-49","27","62684.28","Regular","2019-09-26","2021-06-17","1.73","3.75","2321.64","36233.69"
"Yolanda Connolly","4You","Female",49,"40-49","27","62653.83","Regular","2019-09-26","2021-06-17","1.73","3.75","2320.51","36216.09"
"Kristin Davis","Wonka Company","Female",45,"40-49","29","62595.63","Regular","2019-09-26","2021-07-29","1.84","3.64","2158.47","34019.36"
"Mary Depalma","Monsters CYA","Female",47,"40-49","27","62484.17","Regular","2019-10-24","2021-10-28","2.01","3.39","2314.23","31086.65"
"Gary Hanson","4You","Male",33,"30-39","26","62346.50","Regular","2019-10-17","2021-04-01","1.46","3.96","2397.94","42703.08"
"Darlene Blosser","Monsters CYA","Female",53,"50-59","27","62137.83","Regular","2019-09-26","2021-06-17","1.73","3.75","2301.40","35917.82"
"Zachary Steward","Monsters CYA","n/a",43,"40-49","25","61613.58","Regular","2019-09-26","2021-05-13","1.63","3.85","2464.54","37799.74"
"William Mckay","Wonka Company","Male",36,"30-39","28","61556.09","Regular","2019-10-31","2020-12-24","1.15","4.23","2198.43","53527.03"
"Robert Villalvazo","Monsters CYA","n/a",35,"30-39","26","61517.34","Regular","2019-10-03","2021-05-20","1.63","3.83","2366.05","37740.70"
"Howard Price","Acme Factory","Male",34,"30-39","22","61362.90","Regular","2019-09-26","2021-01-28","1.34","4.13","2789.22","45793.21"
"Judith Brown","Monsters CYA","n/a",34,"30-39","27","61341.59","Regular","2019-10-10","2021-03-04","1.40","4.04","2271.91","43815.42"
"Ralph Paquin","Wonka Company","Male",31,"30-39","31","61161.88","Regular","2019-10-03","2021-10-28","2.07","3.39","1972.96","29546.80"
"Derick Krausz","4You","Male",46,"40-49","23","61145.82","Regular","2019-10-31","2021-02-11","1.28","4.10","2658.51","47770.17"
"Caroline Eaton","4You","Female",49,"40-49","26","61013.86","Regular","2019-10-24","2021-03-18","1.40","4.00","2346.69","43581.33"
